Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
19605,Text,22/10/2006,A Book of Quaker Saints,en,"Hodgkin, L. V. (Lucy Violet), 1869-1954; Robinson, Frederic Cayley, 1862-1927 [Illustrator]",Society of Friends,BX,
19610,Text,24/10/2006,"Selections from Previous Works
With Remarks on Romanes' Mental Evolution in Animals, and a Psalm of Montreal",en,"Butler, Samuel, 1835-1902","English literature -- 19th century -- Miscellanea; Romanes, George John, 1848-1894. Mental evolution in animals",B; PR,
19612,Text,24/10/2006,"History of Dogma, Volume 1",en,"Harnack, Adolf von, 1851-1930; Buchanan, Neil [Translator]","Theology, Doctrinal -- History",BT,
19613,Text,24/10/2006,"History of Dogma, Volume 2",en,"Harnack, Adolf von, 1851-1930; Buchanan, Neil [Translator]","Theology, Doctrinal -- History",BT,
19634,Sound,28/10/2006,Beyond Good and Evil,en,"Nietzsche, Friedrich Wilhelm, 1844-1900; Zimmern, Helen, 1846-1934 [Translator]","Ethics; Philosophy, German",B,Philosophy; Atheism
19635,Sound,28/10/2006,Biblia Sacra Vulgata - Psalmi XXII,la,Anonymous,Bible. Psalms,BS,Christianity
19639,Sound,28/10/2006,Book of Esther,en,Anonymous,Bible. Esther,BS,
19666,Text,30/10/2006,Rudimental Divine Science,en,"Eddy, Mary Baker, 1821-1910",Christian Science,BX,Christianity
19687,Text,31/10/2006,The Square of Sevens: An Authoritative Method of Cartomancy with a Prefatory Note,en,"Prime-Stevenson, Edward, 1858-1942",Fortune-telling by cards,BF,
19690,Text,31/10/2006,Apologia pro Vita Sua,en,"Newman, John Henry, 1801-1890","Catholic Church -- Doctrines; Newman, John Henry, 1801-1890; Catholic Church -- Apologetic works; Cardinals -- England -- Biography",BX,
19696,Text,02/11/2006,The Joyful Heart,en,"Schauffler, Robert Haven, 1879-1964",Happiness,BJ,
19786,Text,25/09/2006,"De Koran
Voorafgegaan door het leven van Mahomed, eene inleiding
omtrent de Godsdienstgebruiken der Mahomedanen, enz.",nl,"Japikse, Nicolaas, 1872-1944 [Contributor]; Keyzer, Salomo, 1823-1868 [Editor]; Kazimirski Biberstein, Albin de, 1808-1887 [Translator]","Qur'an; Islam; Muhammad, Prophet, -632",BP,Harvard Classics; Islam
19793,Sound,15/11/2006,Der tolle Mensch,de,"Nietzsche, Friedrich Wilhelm, 1844-1900","Philosophy, German",B,DE Sachbuch
19796,Sound,15/11/2006,Discourse on the Method of Rightly Conducting One's Reason and of Seeking Truth in the Sciences,en,"Descartes, René, 1596-1650",Science -- Methodology; Methodology,B,Harvard Classics; Philosophy
19817,Text,15/11/2006,"The Heroic Enthusiasts (Gli Eroici Furori) Part the First
An Ethical Poem",en,"Bruno, Giordano, 1548-1600; Williams, L. [Translator]","Philosophical anthropology; Philosophy, Renaissance",B,
19823,Text,16/11/2006,Gebete für Israeliten,de,"Wolff, A. A. (Abraham Alexander), 1801-1891",Reform Judaism; Jews -- Prayer-books and devotions -- German,BM,Judaism; DE Sachbuch
19830,Text,16/11/2006,"Moody's Anecdotes And Illustrations
Related in his Revival Work by the Great Evangelist",en,"Moody, Dwight Lyman, 1837-1899",Christian life -- Fiction; Homiletical illustrations,BV,
19833,Text,16/11/2006,"The Heroic Enthusiasts (Gli Eroici Furori) Part the Second
An Ethical Poem",en,"Bruno, Giordano, 1548-1600; Williams, L. [Translator]","Philosophical anthropology; Philosophy, Renaissance",B,
19837,Sound,18/11/2006,Ecclesiastes,en,Unknown,Bible. Ecclesiastes,BS,
19842,Sound,18/11/2006,Évangile selon Jean,fr,Anonymous,Bible. John,BS,"FR Philosophie, Religion et Morale"
19843,Sound,18/11/2006,Book of Judith,en,Unknown,Bible. Apocrypha. Judith,BS,
19844,Sound,18/11/2006,Book of Jude,en,Unknown,Bible. Jude,BS,
19845,Sound,18/11/2006,Book of James,en,Unknown,Bible. James,BS,
19872,Text,19/11/2006,Three French Moralists and The Gallantry of France,en,"Gosse, Edmund, 1849-1928","World War, 1914-1918 -- France; La Rochefoucauld, François, duc de, 1613-1680; La Bruyère, Jean de, 1645-1696; Vauvenargues, 1715-1747",BJ; D501,
19879,Text,20/11/2006,Five Pebbles from the Brook,en,"English, George Bethune, 1787-1828","Rationalism; Everett, Edward, 1794-1865. Defence of Christianity",BL,
19890,Text,21/11/2006,"The American Missionary — Volume 50, No. 06, June, 1896",en,Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,BV,The American Missionary
19900,Text,23/11/2006,"The Mysteries of All Nations
Rise and Progress of Superstition, Laws Against and Trials of Witches, Ancient and Modern Delusions Together with Strange Customs, Fables, and Tales",en,"Grant, James (Archaeologist)",Superstition; Occultism; Trials (Witchcraft),BF,Witchcraft
19903,Text,23/11/2006,"The American Missionary — Volume 49, No. 05, May, 1895",en,Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,BV,The American Missionary
19939,Text,27/11/2006,"History Of The Missions Of The American Board Of Commissioners For Foreign Missions To The Oriental Churches, Volume II.",en,"Anderson, Rufus, 1796-1880",American Board of Commissioners for Foreign Missions; Missions -- Eastern churches,BV,Christianity
19950,Text,28/11/2006,"Summa Theologica, Part III (Tertia Pars)
From the Complete American Edition",en,"Thomas, Aquinas, Saint, 1225?-1274","Theology, Doctrinal -- Early works to 1800; Catholic Church -- Doctrines -- Early works to 1800; God -- Omnipresence -- Early works to 1800; God -- Attributes -- Early works to 1800",BX,Christianity
19990,Text,02/12/2006,"Little Abe, or, the Bishop of Berry Brow
Being the Life of Abraham Lockwood",en,"Jewell, F.","Lockwood, Abraham, 1792-1871; Methodist Church -- Bishops -- England -- Biography",BX,
20034,Text,07/12/2006,Scottish Ghost Stories,en,"O'Donnell, Elliott, 1872-1965","Folklore -- Scotland; Ghost stories, Scottish",BF,Horror
20093,Text,12/12/2006,"The American Missionary — Volume 50, No. 04, April, 1896",en,Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,BV,The American Missionary
20098,Text,12/12/2006,"Evening Round-Up
More Good Stuff Like Pep",en,"Hunter, William Crosbie, 1866-",Conduct of life,BJ,
20116,Text,15/12/2006,"The Belief in Immortality and the Worship of the Dead, Volume 1 (of 3)
The Belief Among the Aborigines of Australia, the Torres Straits Islands, New Guinea and Melanesia",en,"Frazer, James George, 1854-1941",Immortality -- Comparative studies; Ancestor worship -- Oceania; Funeral rites and ceremonies -- Oceania; Burial; Oceania -- Religion; Oceania -- Social life and customs.,BL,Anthropology; Australia
20120,Text,16/12/2006,"The Priest, the Woman and the Confessional",en,"Chiniquy, Charles Paschal Telesphore, 1809-1899",Catholic Church -- Controversial literature -- Protestant authors; Confession,BX,
20137,Text,19/12/2006,A Comparative View of Religions,en,"Scholten, Johannes Henricus, 1811-1885; Washburn, Francis T. (Francis Tucker), 1843-1873 [Translator]",Religions,B,Islam
20138,Text,19/12/2006,True Words for Brave Men: A Book for Soldiers' and Sailors' Libraries,en,"Kingsley, Charles, 1819-1875","Church of England -- Sermons; Sermons, English",BX,
20151,Text,20/12/2006,"Hidden Treasures; Or, Why Some Succeed While Others Fail",en,"Lewis, Harry A.",Success; United States -- Biography,BJ,
20160,Text,22/12/2006,A History of American Christianity,en,"Bacon, Leonard Woolsey, 1830-1907",United States -- Church history; United States -- Religion,BR,Christianity
20206,Text,28/12/2006,The Agony of the Church (1917),en,"Velimirović, Nikolaj, 1880-1956",Christianity -- 20th century; Church,BR,
20233,Text,31/12/2006,"Modern Atheism under its forms of Pantheism, Materialism, Secularism, Development, and Natural Laws",en,"Buchanan, James, 1804-1870",Atheism,BL,
20248,Text,02/01/2007,The Necessity of Atheism,en,"Brooks, David Marshall, 1902-",Religion and science; Atheism,BL,Atheism
20269,Sound,05/01/2007,Has a Frog a Soul?,en,"Huxley, Thomas Henry, 1825-1895",Soul; Animals,BF,
20289,Text,04/01/2007,"Herein is Love
A Study of the Biblical Doctrine of Love in Its Bearing on Personality, Parenthood, Teaching, and All Other Human Relationships.",en,"Howe, Reuel L., 1905-1985",Love -- Religious aspects -- Christianity,BV,Love; Christianity
20312,Text,08/01/2007,Out of the Deep: Words for the Sorrowful,en,"Kingsley, Charles, 1819-1875; Kingsley, Frances Eliza Grenfell, 1814-1891 [Editor]",Consolation,BV,
20394,Text,18/01/2007,Correspondence Relating to Executions in Turkey for Apostacy from Islamism,en; fr,Various,Apostasy -- Islam; Executions (Islamic law),BP,Islam
20402,Text,20/01/2007,"Beside the Still Waters
A Sermon",en,"Beard, Charles, 1827-1888","Sermons, English -- 19th century",BV,Christianity
20411,Text,22/01/2007,The Witch-cult in Western Europe: A Study in Anthropology,en,"Murray, Margaret Alice, 1863-1963",Ethnology; Witchcraft -- Great Britain,BF,Anthropology; Witchcraft; Paganism
20420,Text,22/01/2007,Real Ghost Stories,en,"Stead, W. T. (William Thomas), 1849-1912; Stead, Estelle W. (Estelle Wilson) [Editor]",Ghost stories,BF,
20428,Text,23/01/2007,Bertha and Her Baptism,en,"Adams, Nehemiah, 1806-1878",Infant baptism,BV,
20430,Text,23/01/2007,"The After-glow of a Great Reign
Four Addresses Delivered in St. Paul's Cathedral",en,"Winnington Ingram, Arthur F. (Arthur Foley), 1858-1946","Victoria, Queen of Great Britain, 1819-1901; Church of England -- Sermons",BX; DA,
20446,Text,25/01/2007,"""America for Americans!""
The Typical American, Thanksgiving Sermon",en,"Newman, John Philip, 1826-1899","Nationalism -- United States -- History -- 19th century -- Sermons; United States -- History -- 1865-1898 -- Sermons; United States -- Emigration and immigration -- Social aspects -- Sermons; Bible. Deuteronomy XXVIII, 1 -- Sermons; Thanksgiving Day addresses",BV,
20450,Text,26/01/2007,"The Lives of the Fathers, Martyrs, and Other Principal Saints. January, February, March",en,"Butler, Alban, 1711-1773",Christian saints -- Biography; Christian patron saints -- Biography,BX,
20470,Text,28/01/2007,Etiquette,en,"Morton, Agnes H.",Etiquette,BJ,Reference
20476,Text,29/01/2007,"Hymns for Christian Devotion
Especially Adapted to the Universalist Denomination",en,"Adams, John G. (John Greenleaf), 1810-1887; Chapin, E. H. (Edwin Hubbell), 1814-1880","Hymns, English; Universalist churches -- Hymns",BV,Christianity
20478,Text,29/01/2007,"Strong Souls
A Sermon",en,"Beard, Charles, 1827-1888","Sermons, English -- 19th century",BV,Christianity
20480,Text,29/01/2007,Palmistry for All,en,"Cheiro, 1866-1936",Palmistry,BF,
20500,Text,01/02/2007,A Short History of Greek Philosophy,en,"Marshall, J. (John), 1845-1915","Philosophy, Ancient",B,Philosophy
20502,Text,02/02/2007,De Groote Pyramide,nl,"Ginkel, H. J. van",Theosophy; Pyramids,BP,
20522,Text,06/02/2007,The Story of the Mind,en,"Baldwin, James Mark, 1861-1934",Psychology,BF,Children's Instructional Books
20523,Text,06/02/2007,Religion and Art in Ancient Greece,en,"Gardner, Ernest Arthur, 1862-1939","Art, Greek; Art and religion -- Greece; Mythology, Classical, in art; Greece -- Religion",BL,Greece; Paganism
20534,Text,06/02/2007,"A Sermon Preached at the Quaker's Meeting House, in Gracechurch-Street, London, Eighth Month 12th, 1694.",en,"Penn, William, 1644-1718","Salvation; Sermons, English -- 17th century; Society of Friends -- Doctrines",BX,Christianity
20560,Text,11/02/2007,Letters to His Friends,en,"Robinson, Forbes, 1867-1904; Robinson, Charles H. (Charles Henry), 1861-1925 [Editor]","Robinson, Forbes, 1867-1904 -- Correspondence; Church of England -- Clergy -- Correspondence; Clergy -- England -- Correspondence",BX,
20576,Text,13/02/2007,Two Suffolk Friends,en,"Groome, Francis Hindes, 1851-1902","FitzGerald, Edward, 1809-1883; Groome, Robert Hindes, 1810-1889",BX,
20578,Text,14/02/2007,Sermons on Biblical Characters,en,"Chappell, Clovis Gillham, 1882-1972","Bible -- Biography; Sermons, American -- 20th century",BS,Christianity
20608,Text,16/02/2007,How to Get on in the World: A Ladder to Practical Success,en,"Calhoun, A. R. (Alfred Rochefort), 1844-",Success,BJ,
20613,Text,17/02/2007,Über Psychoanalyse: Fünf Vorlesungen,de,"Freud, Sigmund, 1856-1939",Psychoanalysis,BF,German Language Books; Psychology; DE Sachbuch
20654,Text,24/02/2007,Fantasia of the Unconscious,en,"Lawrence, D. H. (David Herbert), 1885-1930",Subconsciousness; Sex; Psychoanalysis,BF,
20660,Text,24/02/2007,The Faith of Islam,en,"Sell, Edward, 1839-1932",Islam,BP,Islam
20675,Sound,03/02/2007,Galatians,en,,Bible. Epistles of Paul,BS,
20676,Sound,03/02/2007,Genesis,he,,Bible. Genesis,BS,Judaism
20679,Sound,03/02/2007,The Heavenly Life,en,"Allen, James, 1864-1912",Christian life,BV,
20681,Sound,03/01/2007,Matthew,en,,Bible. Matthew,BS,
20688,Sound,03/02/2007,Psalms - Selections from the World English Bible Translation,en,Unknown,Bible. Psalms,BS,
20690,Sound,03/02/2007,Livre de Ruth,fr,Unknown,Bible. Ruth,BS,"FR Philosophie, Religion et Morale"
20711,Text,28/02/2007,Daily Thoughts: selected from the writings of Charles Kingsley by his wife,en,"Kingsley, Charles, 1819-1875; Kingsley, Frances Eliza Grenfell, 1814-1891 [Editor]",Devotional exercises,BV,
20731,Text,03/03/2007,Quiet Talks on Power,en,"Gordon, S. D. (Samuel Dickey), 1859-1936",Christian life,BR,
20740,Text,04/03/2007,"Myths and Legends of All Nations
Famous Stories from the Greek, German, English, Spanish,
Scandinavian, Danish, French, Russian, Bohemian, Italian
and other sources",en,"Marshall, Logan, 1884- [Translator]",Legends; Mythology,BL,Children's Anthologies
20747,Text,05/03/2007,Deaconesses in Europe and their Lessons for America,en,"Bancroft, Jane M. (Jane Marie), 1847-1932",Deaconesses,BV; HQ,Christianity
20757,Text,06/03/2007,Darwinismus und Sozialismus: Der Kampf um das Dasein und die Moderne Gesellschaft,de,"Büchner, Ludwig, 1824-1899",Socialism; Materialism,BD,German Language Books; DE Sachbuch
20758,Text,07/03/2007,The Religion of Babylonia and Assyria,en,"Jastrow, Morris, 1861-1921",Assyro-Babylonian religion; Omens; Cults -- Assyro-Babylonian,BL,
20768,Text,08/03/2007,Memories and Studies,en,"James, William, 1842-1910; James, Henry, 1879-1947 [Editor]","Essays; Speeches, addresses, etc.",B,
20800,Text,12/03/2007,London Lectures of 1907,en,"Besant, Annie, 1847-1933",Religions; Theosophy,BP,
20801,Text,12/03/2007,"Some Remains (hitherto unpublished) of Joseph Butler, LL.D.",en,"Butler, Joseph, 1692-1752; Steere, Edward, 1828-1882 [Editor]","Butler, Joseph, 1692-1752",BX,Christianity
20819,Text,14/03/2007,"Aims and Aids for Girls and Young Women
On the Various Duties of Life, Physical, Intellectual, And
Moral Development; Self-Culture, Improvement, Dress, Beauty,
Fashion, Employment, Education, The Home Relations, Their
Duties To Young Men, Marriage, Womanhood And Happiness.",en,"Weaver, G. S. (George Sumner), 1818-1908",Conduct of life; Young women,BJ,
20842,Text,17/03/2007,Dreams,en,"Bergson, Henri, 1859-1941; Slosson, Edwin E. (Edwin Emery), 1865-1929 [Translator]",Dreams,BF,Psychology
20861,Text,20/03/2007,Friendship,en,"Black, Hugh, 1868-1953",Friendship,BJ,
20887,Text,23/03/2007,"Critical Miscellanies, (Vol. 3 of 3), Essay 2: The Death of Mr Mill; Essay 3: Mr Mill's Autobiography",en,"Morley, John, 1838-1923","Mill, John Stuart, 1806-1873",B,Philosophy
20927,Text,29/03/2007,"A Critical Exposition of the Popular 'Jihád'
Showing that all the Wars of Mohammad Were Defensive; and
that Aggressive War, or Compulsory Conversion, is not
Allowed in The Koran - 1885",en,"Cherágh Ali, 1844-1895",War -- Religious aspects -- Islam; Islam -- Relations; Jihad; Islam -- Apologetic works,BP,Islam
20941,Text,30/03/2007,"American Lutheranism, Volume 1
Early History of American Lutheranism and the Tennessee Synod",en,"Bente, F. (Friedrich), 1858-1930",Lutheran Church -- United States -- History; Lutheran Church -- Tennessee -- History,BX,
21013,Text,08/04/2007,Histoire de la magie,fr,"Lévi, Éliphas, 1810-1875",Magic -- History,BF,FR Occultisme
21024,Text,10/04/2007,The Angels' Song,en,"Guthrie, Thomas, 1803-1873","Christmas sermons; Bible. Luke II, 14 -- Meditations",BR,
21041,Text,12/04/2007,Seen and Unseen,en,"Bates, E. Katherine (Emily Katherine)","Spiritualism; Parapsychology; Bates, E. Katherine (Emily Katherine); Psychics -- Biography",BF,
21077,Text,14/04/2007,"The Mind and the Brain
Being the Authorised Translation of L'Âme et le Corps",en,"Binet, Alfred, 1857-1911",Mind and body,BF,Psychology
21080,Text,15/04/2007,"The Astral Plane
Its Scenery, Inhabitants and Phenomena",en,"Leadbeater, C. W. (Charles Webster), 1854-1934",Theosophy; Astral body,BP,
21112,Text,16/04/2007,"The Causes of the Corruption of the Traditional Text of the Holy Gospels
Being the Sequel to The Traditional Text of the Holy Gospels",en,"Burgon, John William, 1813-1888; Miller, Edward, 1825-1901 [Editor]","Bible. Gospels -- Criticism, Textual",BS,
21152,Sound,04/04/2007,On Loving God,en,"Bernard, of Clairvaux, Saint, 1091?-1153",God (Christianity) -- Worship and love -- Early works to 1800,BV,
21190,Text,19/04/2007,"Expositions of Holy Scripture
Second Corinthians, Galatians, and Philippians Chapters
I to End. Colossians, Thessalonians, and First Timothy.",en,"Maclaren, Alexander, 1826-1910",Bible. Epistles of Paul -- Commentaries,BS,Christianity
21258,Text,30/04/2007,"Devil-Worship in France; or, The Question of Lucifer",en,"Waite, Arthur Edward, 1857-1942",Satanism,BF,
21323,Text,04/05/2007,"What the Church Means to Me
A Frank Confession and a Friendly Estimate by an Insider",en,"Grenfell, Wilfred Thomason, Sir, 1865-1940",Church; Church work,BV,
21328,Text,05/05/2007,The Parables of Our Lord,en,"Arnot, William, 1808-1875",Jesus Christ -- Parables,BT,
21351,Text,08/05/2007,The Prayer Book Explained,en,"Jackson, Percival",Prayer; Church of England. Book of common prayer,BV,Christianity
21370,Sound,11/05/2007,More Goops and How Not to Be Them: A Manual of Manners for Impolite Infants,en,"Burgess, Gelett, 1866-1951",Behavior; Etiquette; Etiquette for children and teenagers,BJ,
21433,Text,14/05/2007,"O congresso de Roma
(Conferência realisada pelo delegado portuguez do congresso do livre-pensamento)",pt,"Lima, S. de Magalhães (Sebastião de Magalhães), 1850-1928","International Freethought Congress (1st : 1904 : Rome, Italy)",BL,
21454,Text,15/05/2007,The Seven Champions of Christendom,en,"Kingston, William Henry Giles, 1814-1880",Christian saints,BX,
